0301e09a-7732-452a-8d9a-c16666ddc041
{"description":"Finish Ch1-Ch11","end":"20231108T033726Z","entry":"20231107T202554Z","modified":"20231108T033730Z","project":"Coding.Haskell.Allen","status":"deleted","uuid":"428086ea-5cfb-4e08-b749-ac4eaf80ca31"}
{"description":"Ch-1","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"e7ebd305-b65e-4a4d-978b-eb82cf2d481a"}
{"description":"Ch-2","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"72ec32eb-fb42-4a84-b40e-53636cdcfddd"}
{"description":"Ch-3","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"1d6e772f-e3b9-4422-8ed4-5154bf1f50db"}
{"description":"Ch-4","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"437f4e51-aa85-461d-bfbc-61085832b1f3"}
{"description":"Ch-5","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"1243fdc2-338d-424d-9686-7cccb2ac75f3"}
{"description":"Ch-6","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"710286f7-0fd0-43c8-8681-1a7eea1f5e03"}
{"description":"Ch-7","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"ba92bf31-8806-4d2b-8195-387f8db2a2e3"}
{"description":"Ch-8","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"4bfff281-4096-4296-a56f-b71c185f81fa"}
{"description":"Ch-9","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"c5b04b19-94ff-4e0c-aa2a-5907706ad9dc"}
{"description":"Ch-10","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"30786ed1-4d87-44aa-ba89-8d8723df79cc"}
{"description":"Ch-11","entry":"20231108T033812Z","modified":"20231108T033812Z","project":"Coding.Haskell.Allen","status":"pending","uuid":"5ff75d9e-1aee-4c8f-ac2d-4e0df13a53da"}
{"description":"Finish Ch1-Ch11","end":"20231108T033836Z","entry":"20231107T202516Z","modified":"20231108T033838Z","project":"Coding.Haskell.Hutton","status":"deleted","uuid":"0a415d00-4f25-45e3-b8fb-98714b7b9680"}
{"description":"Ch-1","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"345fbc85-469c-41b1-88a3-f5fa7f32e07e"}
{"description":"Ch-2","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"1241d247-05d6-4b82-bb26-959df4ca0ede"}
{"description":"Ch-3","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"f4398fee-2ef6-4475-9431-cd66a9c66ebf"}
{"description":"Ch-4","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"840e30f5-1200-49d9-8ec2-202ec9540141"}
{"description":"Ch-5","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"48103785-85bf-4f12-9b53-d9f4a7d202b0"}
{"description":"Ch-6","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"a433a99b-e1cf-4ac0-8851-65898ad2e018"}
{"description":"Ch-7","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"a4edd3f3-7363-4922-ac50-e809c7a79915"}
{"description":"Ch-8","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"270646a1-f6c6-4720-bf05-30beb7cbb73d"}
{"description":"Ch-9","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"cdd11d4e-8b9b-4469-a362-31cc121741b3"}
{"description":"Ch-10","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"9461b58b-8a26-4e75-856c-93504bd7d9ae"}
{"description":"Ch-11","entry":"20231108T033855Z","modified":"20231108T033855Z","project":"Coding.Haskell.Hutton","status":"pending","uuid":"6a5a6e41-1ff5-438f-9e7d-e9b4322dd9b7"}
{"description":"Finish Ch1-Ch3","end":"20231108T033920Z","entry":"20231107T203331Z","modified":"20231108T033922Z","project":"Coding.Haskell.Milewski","status":"deleted","uuid":"115e42c2-8336-4921-83b8-ca7b92d35b68"}
{"description":"Ch-1","entry":"20231108T033942Z","modified":"20231108T033942Z","project":"Coding.Haskell.Milewski","status":"pending","uuid":"099c11ed-be19-4a8b-98f9-b02d70d3c206"}
{"description":"Ch-2","entry":"20231108T033942Z","modified":"20231108T033942Z","project":"Coding.Haskell.Milewski","status":"pending","uuid":"80432c1c-1ab9-46cc-ac3a-271063fb9eeb"}
{"description":"Ch-3","entry":"20231108T033942Z","modified":"20231108T033942Z","project":"Coding.Haskell.Milewski","status":"pending","uuid":"cbd238f5-b50d-42d7-86bf-88e0e451d120"}
{"description":"Ch-1","end":"20231108T041759Z","entry":"20231108T033855Z","modified":"20231108T041759Z","project":"Coding.Haskell.Hutton","status":"completed","uuid":"345fbc85-469c-41b1-88a3-f5fa7f32e07e"}
{"description":"Ch-3","end":"20231108T041949Z","entry":"20231108T033855Z","modified":"20231108T041949Z","project":"Coding.Haskell.Hutton","status":"completed","uuid":"f4398fee-2ef6-4475-9431-cd66a9c66ebf"}
{"description":"Ch-2","end":"20231108T043814Z","entry":"20231108T033855Z","modified":"20231108T043814Z","project":"Coding.Haskell.Hutton","status":"completed","uuid":"1241d247-05d6-4b82-bb26-959df4ca0ede"}
{"description":"Ch-4","end":"20231108T044522Z","entry":"20231108T033855Z","modified":"20231108T044522Z","project":"Coding.Haskell.Hutton","status":"completed","uuid":"840e30f5-1200-49d9-8ec2-202ec9540141"}
{"description":"Find Syllabus","entry":"20231108T044622Z","modified":"20231108T044622Z","project":"College.Certification.JAVA","status":"pending","uuid":"d61ce6af-76a0-4380-a63b-0e2648071d61"}
{"description":"Ch-5","end":"20231108T055037Z","entry":"20231108T033855Z","modified":"20231108T055037Z","project":"Coding.Haskell.Hutton","status":"completed","uuid":"48103785-85bf-4f12-9b53-d9f4a7d202b0"}
{"description":"Ch-6","end":"20231108T062838Z","entry":"20231108T033855Z","modified":"20231108T062838Z","project":"Coding.Haskell.Hutton","status":"completed","uuid":"a433a99b-e1cf-4ac0-8851-65898ad2e018"}
{"description":"See attendance and class timings","end":"20231108T144622Z","entry":"20231107T210020Z","modified":"20231108T144622Z","priority":"H","project":"College.Backs","status":"completed","uuid":"7d660b33-037d-41a2-85b3-224011af3483"}
{"description":"Ch-7","end":"20231108T230718Z","entry":"20231108T033855Z","modified":"20231108T230718Z","project":"Coding.Haskell.Hutton","status":"completed","uuid":"a4edd3f3-7363-4922-ac50-e809c7a79915"}
{"description":"Ch-8","end":"20231108T232250Z","entry":"20231108T033855Z","modified":"20231108T232250Z","project":"Coding.Haskell.Hutton","status":"completed","uuid":"270646a1-f6c6-4720-bf05-30beb7cbb73d"}
{"description":"Ch-1","end":"20231109T034243Z","entry":"20231108T033812Z","modified":"20231109T034244Z","project":"Coding.Haskell.Allen","status":"completed","uuid":"e7ebd305-b65e-4a4d-978b-eb82cf2d481a"}
{"description":"Ch-2","end":"20231109T034244Z","entry":"20231108T033812Z","modified":"20231109T034244Z","project":"Coding.Haskell.Allen","status":"completed","uuid":"72ec32eb-fb42-4a84-b40e-53636cdcfddd"}
{"description":"Ch-3","end":"20231109T034244Z","entry":"20231108T033812Z","modified":"20231109T034244Z","project":"Coding.Haskell.Allen","status":"completed","uuid":"1d6e772f-e3b9-4422-8ed4-5154bf1f50db"}
{"description":"Ch-4","end":"20231109T034244Z","entry":"20231108T033812Z","modified":"20231109T034244Z","project":"Coding.Haskell.Allen","status":"completed","uuid":"437f4e51-aa85-461d-bfbc-61085832b1f3"}
{"description":"Ch-5","end":"20231109T034244Z","entry":"20231108T033812Z","modified":"20231109T034244Z","project":"Coding.Haskell.Allen","status":"completed","uuid":"1243fdc2-338d-424d-9686-7cccb2ac75f3"}
